Num,Ligand_SMILES,Product_SMILES,Temp (K),G,ee (%),L_Num,L_DFT,L_Type,P_Num,R_Type,Data_Type,Doi,Ligand_Compound_Name,Product_Compound_Name,Unnamed: 15
719,[C@H]1(N=C(C2=N[C@@H](CC3=CC=CC=C3)CO2)OC1)CC4=CC=CC=C4,C[C@@H](C1=CC=C(C=C1)C(OCC)=O)NC(C2=CC=CC=C2)=O,303.15,0.1795,-15,L45,Ligand_3,Biox,P_17,NiH,HTE,10.1002/anie.202011342,"(4S,4'S)-4,4'-dibenzyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",ethyl (S)-4-(1-benzamidoethyl)benzoate,
1506,[H][C@@]12N=C(C3(C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)CCCCC3)O[C@]1([H])CC7=C2C=CC=C7,O=C1N(CCC1)[C@@H](CCCCC)CCCOC2=CC3=C(C=C2)C=CC=C3,303.15,0.3187,-26,L33,Ligand_72,Box,P_32,NiH,HTE,10.1038/s41467-021-21600-x,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclohexane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",(S)-1-(1-(naphthalen-2-yloxy)nonan-4-yl)pyrrolidin-2-one,
671,C1(C2=N[C@H](C3=CC=CC=C3)[C@@H](C4=CC=CC=C4)N2)=NC(C5=N[C@H](C6=CC=CC=C6)[C@@H](C7=CC=CC=C7)N5)=CC=C1,N#C[C@@H](C1CCCCC1)C2=CC=CC=C2,248.15,0.0408,-4,L41,Ligand_257,Biim,P_16,C(sp3)-C(sp2),HTE,10.1021/ja303442q,"2,6-bis((4R,5R)-4,5-diphenyl-4,5-dihydro-1H-imidazol-2-yl)pyridine",(S)-2-cyclohexyl-2-phenylacetonitrile,
5256,C1(C2=N[C@H](CC3=CC=CC=C3)CO2)=N[C@H](CC4=CC=CC=C4)CO1,C(C)(=O)OCCCCC[C@]1(CCC2=CC=CC=C12)CC,313.15,2.1631,-94,L391,Ligand_11,Biox,P_2875,Cyclization,literature,10.1002/anie.201901067,"(4R,4'R)-4,4'-dibenzyl-4,4',5,5'-tetrahydro-2,2'-bioxazole","(S)-5-(1-ethyl-2,3-dihydro-1H-inden-1-yl)pentyl acetate",
4907,CCC([C@@H](CN1C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)N=C1C3=N[C@@H](C(C)CC)CN3C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4)C,C1(=CC=CC=C1)[C@@H](/C=C/C1=C(C=CC=C1)C(F)(F)F)C,298.15,1.4885,-85,L163,Ligand_289,Biim,P_801,Photoredox,literature,10.1021/acscatal.1c02851,"(4S,4'S)-4,4'-di-sec-butyl-1,1'-bis(3,5-di-tert-butylphenyl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(R,E)-1-(3-phenylbut-1-en-1-yl)-2-(trifluoromethyl)benzene",
898,CC([C@@H]1N=C(C2=CC=CC(C3=N[C@@H](C(C)C)CO3)=N2)OC1)C,CC[C@H](C1CCCCC1)NC(OCC2=CC=CC=C2)=O,303.15,0.4904,-39,L16,Ligand_324,Pybox,P_68,NiH,HTE,10.1021/jacs.0c11630,"2,6-bis((S)-4-isopropyl-4,5-dihydrooxazol-2-yl)pyridine",benzyl (R)-(1-cyclohexylpropyl)carbamate,
2463,CCCC(CCC)[C@@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@H](C(CCC)CCC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,CN1C=CC2=CC(=CC=C12)[C@H](CC)C1=CC=CC=C1,298.15,1.8829,-92,L139,Ligand_260,Biim,P_614,NiH,literature,10.1002/anie.202010386,"(4R,4'R)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(R)-1-methyl-5-(1-phenylpropyl)-1H-indole,
3552,[H][C@@]12[C@@](C(C=CC=C3)=C3C2)([H])N=C(C4=NC(C5=N[C@](C(C=CC=C6)=C6C7)([H])[C@]7([H])O5)=CC=C4)O1,C[Si](C#C[C@H](CCCC)C1=CC=CC=C1)(C)C,283.15,1.6567,-90,L470,Ligand_335,Pybox,P_3641,C(sp3)-C(sp2),literature,10.1021/ja300031w,"2,6-bis((3aS,8aR)-3a,8a-dihydro-8H-indeno[1,2-d]oxazol-2-yl)pyridine",(R)-trimethyl(3-phenylhept-1-yn-1-yl)silane,
3482,C1(CC2=N[C@H](C3=CC=CC=C3)CO2)=N[C@H](C4=CC=CC=C4)CO1,CN(S(=O)(=O)[C@@H](CCCC)C1=CC=CC=C1)C,253.15,1.0518,-78,L385,Ligand_123,Box,P_270,C(sp3)-C(sp2),literature,10.1021/ja506885s,"bis((R)-4-phenyl-4,5-dihydrooxazol-2-yl)methane","(S)-N,N-dimethyl-1-phenylpentane-1-sulfonamide",
4377,CC(C1=N[C@H](C(C)C)CO1)(C2=N[C@H](C(C)C)CO2)C,COC1=CC=C(CCC(=O)[C@H](C)C2=CC=CC=C2)C=C1,293.15,0.9879,-69,L11,Ligand_56,Box,P_272,RCC,literature,10.1021/ja402922w,"(4R,4'R)-2,2'-(propane-2,2-diyl)bis(4-isopropyl-4,5-dihydrooxazole)",(R)-1-(4-methoxyphenyl)-4-phenylpentan-3-one,
4249,CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1,FC([C@@H](CCC1=CC=CC=C1)C=1C=C2C=CN(C2=CC1)C(=O)OC(C)(C)C)(F)F,263.15,1.5397,-90,L137,Ligand_8,Biox,P_457,RCC,literature,10.1002/anie.202101076,"(4R,4'R)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-2,2'-bioxazole","tert-butyl (S)-5-(1,1,1-trifluoro-4-phenylbutan-2-yl)-1H-indole-1-carboxylate",
2524,[H][C@@]12N=C(C3(CC3)C4=N[C@]5([H])[C@](CC6=C5C=CC=C6)([H])O4)O[C@]1([H])CC7=C2C=CC=C7,COC1=CC=C(C=C1)\C=C\[C@@H](C)C1=CC=C(C=C1)C,273.15,1.8003,-93,L23,Ligand_71,Box,P_1575,NiH,literature,10.1002/anie.202012614,"(3aS,3a'S,8aR,8a'R)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(R,E)-1-methoxy-4-(3-(p-tolyl)but-1-en-1-yl)benzene",
2265,CC(C1=N[C@@H](C2=CC=CC=C2)CO1)(C3=N[C@@H](C4=CC=CC=C4)CO3)CC5=CC=CC=C5,O=C(NC1=CC=CC=C1)[C@@H](CC)CCC2CCCCC2,268.15,0.0373,-4,L36,Ligand_73,Box,P_48,NiH,HTE,10.1038/s41586-018-0669-y,"(4S,4'S)-2,2'-(1-phenylpropane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-4-cyclohexyl-2-ethyl-N-phenylbutanamide,
5007,C1(C2(CCCC2)C3=N[C@@H](C4=CC=CC=C4)CO3)=N[C@@H](C5=CC=CC=C5)CO1,BrC=1C=C(C=CC1)[C@@H](C(CCC1=CC=CC=C1)=O)C,283.15,1.9559,-94,L431,Ligand_118,Box,P_3169,Photoredox,literature,10.1038/s41467-021-23887-2,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-4-(3-bromophenyl)-1-phenylpentan-3-one,
1875,[C@H]1(N=C(C2=N[C@@H](CC3=CC=CC=C3)CO2)OC1)CC4=CC=CC=C4,O=C(CCC1)N1[C@H](C)CC2=CC=CC=C2,273.15,0.7141,-53,L45,Ligand_3,Biox,P_41,NiH,HTE,10.1038/s41467-021-22983-7,"(4S,4'S)-4,4'-dibenzyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",(R)-1-(1-phenylpropan-2-yl)pyrrolidin-2-one,
1770,CC([C@@H]1N=C(C2=NC3=CC=CC=C3C=C2)OC1)C,O=C1N(CCC1)[C@@H](C)CCCN2C(C3=C(C2=O)C=CC=C3)=O,273.15,0.6962,-57,L7,Ligand_358,Pyox,P_39,NiH,HTE,10.1038/s41467-021-22983-7,"(S)-4-isopropyl-2-(quinolin-2-yl)-4,5-dihydrooxazole","(S)-2-(4-(2-oxopyrrolidin-1-yl)pentyl)isoindoline-1,3-dione",
4770,CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4,CC(C)[C@H]1CC[C@H](C)CC1OC(=O)c1cccc([C@@H](C)c2ccccc2)c1,298.15,1.5796,-87,L259,Ligand_273,Biim,P_1917,Photoredox,literature,10.1038/s41467-019-11392-6,"(4S,4'S)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(2R,5S)-2-isopropyl-5-methylcyclohexyl 3-((S)-1-phenylethyl)benzoate",
5240,C1(C2=N[C@@H](C34C[C@H]5CC(C4)CC(C5)C3)CO2)=CC=CC=N1,C(C1=CC=CC=C1)N(C[C@]1(CCC2=CC(=CC=C12)F)C)CC1=CC=CC=C1,308.15,2.1286,-94,L412,Ligand_442,Pyox,P_3006,Cyclization,literature,10.1002/anie.201913743,"(4S)-4-((1S,3S)-adamantan-1-yl)-2-(pyridin-2-yl)-4,5-dihydrooxazole","(S)-N,N-dibenzyl-1-(5-fluoro-1-methyl-2,3-dihydro-1H-inden-1-yl)methanamine",
1984,CC(C1=N[C@H]2C3=C(C[C@H]2O1)C=CC=C3)(C)C(O[C@@H]4C5)=N[C@H]4C6=C5C=CC=C6,O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@H](C)CCCC2CCCCC2,263.15,0.2262,-21,L24,Ligand_61,Box,P_42,NiH,HTE,10.1002/anie.202011339,"(3aS,3a'S,8aR,8a'R)-2,2'-(propane-2,2-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",ethyl (R)-4-(5-cyclohexyl-2-methylpentanamido)benzoate,
3790,CN[C@H](C1=CC=CC(C(F)(F)F)=C1)[C@H](NC)C2=CC(C(F)(F)F)=CC=C2,C(C1=CC=CC=C1)[C@H](CCCO[Si](C)(C)C(C)(C)C)CCCC,278.15,1.2788,-82,L104,Ligand_237,Diamine,P_199,C(sp3)-C(sp3),literature,10.1021/ja8013677,"(1R,2R)-N1,N2-dimethyl-1,2-bis(3-(trifluoromethyl)phenyl)ethane-1,2-diamine",(S)-((4-benzyloctyl)oxy)(tert-butyl)dimethylsilane,
3076,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,C1(=CC=CC=C1)CCC[C@@H](C)NC(=O)C1=CC=C(C(=O)OCC)C=C1,273.15,2.3058,-96,L437,Ligand_88,Box,P_3210,NiH,literature,10.1038/s41467-021-22983-7,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)",ethyl (R)-4-((5-phenylpentan-2-yl)carbamoyl)benzoate,
2618,CC(C1=N[C@H](CO1)C2=CC=CC=C2)(C)C3=N[C@H](CO3)C4=CC=CC=C4,C(C)(=O)C1=CC=C(OCCCCCCCCC([C@@H](C)C2=CC=CC=C2)=O)C=C1,273.15,1.6583,-91,L21,Ligand_59,Box,P_1091,NiH,literature,10.1021/jacs.0c01324,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)",(S)-11-(4-acetylphenoxy)-2-phenylundecan-3-one,
732,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC4=CC=CC=C4C=C1,O=C(C1=CC=CC=C1)N[C@@H](C2=CC=C(C=C2)C(OCC)=O)CC,303.15,0.0912,-8,L12,Ligand_361,Pyox,P_18,NiH,HTE,10.1002/anie.202011342,"(S)-4-phenyl-2-(quinolin-2-yl)-4,5-dihydrooxazole",ethyl (R)-4-(1-benzamidopropyl)benzoate,
4772,CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4,C[C@@H](C1=CC=CC=C1)C1=CC=CC(C(F)(F)F)=C1,298.15,1.7445,-90,L259,Ligand_273,Biim,P_1919,Photoredox,literature,10.1038/s41467-019-11392-6,"(4S,4'S)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(S)-1-(1-phenylethyl)-3-(trifluoromethyl)benzene,
3427,CC(C1=N[C@@H](C2=CC=CC=C2)[C@H](C3=CC=CC=C3)O1)(C)C4=N[C@@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O4,O=C(C2CCCCC2)[C@@H](C)/C=C/CC3=CC=CC=C3,283.15,1.719,-91,L229,Ligand_78,Box,P_1516,C(sp3)-C(sp2),literature,10.1021/ja1017046,"(4S,4'S,5S,5'S)-2,2'-(propane-2,2-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)","(S,E)-1-cyclohexyl-2-methyl-5-phenylpent-3-en-1-one",
5286,CC([C@H](CO1)N=C1C2=CC=C(C(F)(F)F)C=N2)(C)C,FC(=C(CC[C@]1(C(N(C2=CC=CC=C12)C)=O)C)C1=CC2=CC=CC=C2C=C1)F,298.15,1.81,-91,L327,Ligand_449,Pyox,P_2365,Cyclization,literature,10.1021/jacs.1c03827,"(R)-4-(tert-butyl)-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole","(R)-3-(4,4-difluoro-3-(naphthalen-2-yl)but-3-en-1-yl)-1,3-dimethylindolin-2-one",
1256,CC(C1=N[C@H](C2=CC=CC=C2)[C@H](C3=CC=CC=C3)O1)(C4=N[C@H](C5=CC=CC=C5)[C@H](C6=CC=CC=C6)O4)C,O=C(OCC1=CC=CC=C1)N[C@@H](CC)CC2=CC=C(C=C2)C(F)(F)F,303.15,0.5212,-41,L39,Ligand_68,Box,P_27,NiH,HTE,10.1021/jacs.0c11630,"(4R,4'R,5S,5'S)-2,2'-(propane-2,2-diyl)bis(4,5-diphenyl-4,5-dihydrooxazole)",benzyl (S)-(1-(4-(trifluoromethyl)phenyl)butan-2-yl)carbamate,
2105,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=NC=CC=C1,CC[C@H](NC(C1=CC=CC=C1)=O)CCCC2=CC=C(C=C2)OC,263.15,0.0379,-4,L3,Ligand_354,Pyox,P_45,NiH,HTE,10.1002/anie.202011339,"(S)-4-phenyl-2-(pyridin-2-yl)-4,5-dihydrooxazole",(S)-N-(6-(4-methoxyphenyl)hexan-3-yl)benzamide,
4275,CCCC(CCC)[C@@H]1COC(C2=N[C@H](C(CCC)CCC)CO2)=N1,FC([C@@H](CCC1=CC=CC=C1)C1=CC=C(C=C1)C(C)=O)(C(C(C(F)(F)F)(F)F)(F)F)F,263.15,1.5397,-90,L137,Ligand_8,Biox,P_487,RCC,literature,10.1002/anie.202101076,"(4R,4'R)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-2,2'-bioxazole","(S)-1-(4-(4,4,5,5,6,6,7,7,7-nonafluoro-1-phenylheptan-3-yl)phenyl)ethan-1-one",
3249,CC(C1=N[C@@H](C2=CC=CC=C2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O1)(CC5=CC=CC=C5)C6=N[C@@H](C7=CC=CC=C7)C(C8=CC=CC=C8)(C9=CC=CC=C9)O6,C1=C(C=CC2=CC=CC=C12)OCCCCC[C@@H](CCC1=CC=CC=C1)P(C1=CC=C(C=C1)C)(C1=CC=C(C=C1)C)=O,291.15,1.7036,-90,L225,Ligand_117,Box,P_1443,NiH,literature,10.1021/jacs.9b09415,"(4S,4'S)-2,2'-(1-phenylpropane-2,2-diyl)bis(4,5,5-triphenyl-4,5-dihydrooxazole)",(S)-(8-(naphthalen-2-yloxy)-1-phenyloctan-3-yl)di-p-tolylphosphine oxide,
899,FC(C1=CN=C(C2=NC(CC3=CCCC=C3)=CO2)C=C1)(F)F,CC[C@H](C1CCCCC1)NC(OCC2=CC=CC=C2)=O,303.15,0.2057,-17,L17,Ligand_363,Pyox,P_68,NiH,HTE,10.1021/jacs.0c11630,"4-(cyclohexa-1,5-dien-1-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)oxazole",benzyl (R)-(1-cyclohexylpropyl)carbamate,
429,FC(C1=CN=C(C2=N[C@@H](C3=CC=CC=C3)CO2)C=C1)(F)F,O=S([C@H](CCCC)CCCCCCN1C2=C(C=C1)C=CC=C2)(C)=O,303.15,0.1186,-10,L14,Ligand_362,Pyox,P_11,NiH,HTE,10.1021/jacs.9b09415,"(S)-4-phenyl-2-(5-(trifluoromethyl)pyridin-2-yl)-4,5-dihydrooxazole",(R)-1-(7-(methylsulfonyl)undecyl)-1H-indole,
4528,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,COC1=CC=C(C=C1)\C=C\[C@H](C)C1=CC=CC=C1,273.15,1.8868,-94,L437,Ligand_88,Box,P_3326,RCC,literature,10.1021/acscatal.9b01785,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","(S,E)-1-methoxy-4-(3-phenylbut-1-en-1-yl)benzene",
6291,C1(C2=N[C@@H](C3=CC=CC=C3)CO2)=N[C@@H](C4=CC=CC=C4)CO1,O=P(OCC)(OCC)[C@@H](C1=CC=C(C(F)(F)F)C=C1)CCC2=CC=CC=C2,298.15,0.803,-59,L376,Ligand_18,Biox,pplus_452,Photoredox,literature,10.1021/jacs.1c12424,"(4S,4'S)-4,4'-diphenyl-4,4',5,5'-tetrahydro-2,2'-bioxazole",diethyl (R)-(3-phenyl-1-(4-(trifluoromethyl)phenyl)propyl)phosphonate,
5140,[C@H]1(N=C(C2=N[C@@H](CC3=CC=CC=C3)CO2)OC1)CC4=CC=CC=C4,COC=1C=C2[C@](C(N(C2=CC1)C)=O)(C)C\C=C\C1=CC=C(C=C1)OC,298.15,1.3018,-80,L45,Ligand_3,Biox,P_3482,Cyclization,literature,10.1039/c9qo00744j,"(4S,4'S)-4,4'-dibenzyl-4,4',5,5'-tetrahydro-2,2'-bioxazole","(S,E)-5-methoxy-3-(3-(4-methoxyphenyl)allyl)-1,3-dimethylindolin-2-one",
5955,CC(C)OC1=CC(OC(C)C)=CC([C@@H]2[C@H](C3=CC=CC=C3)OC(C(CC4=C5C(C=CC=C5)=C6C=CC=CC6=C4)(C7=N[C@H](C8=CC(OC(C)C)=CC(OC(C)C)=C8)[C@H](C9=CC=CC=C9)O7)CC%10=CC%11=C(C%12=C%10C=CC=C%12)C=CC=C%11)=N2)=C1,FC(F)(F)[C@@H](CCCCCOC1=CC=C(C(C)=O)C=C1)CCCCCN2C(C(C=CC=C3)=C3C2=O)=O,263.15,1.6619,-92,L474,Ligandplus_2,Box,pplus_185,Photoredox,literature,10.1002/cjoc.202200142,"(4R,4'R,5S,5'S)-2,2'-(1,3-di(phenanthren-9-yl)propane-2,2-diyl)bis(4-(3,5-diisopropoxyphenyl)-5-phenyl-4,5-dihydrooxazole)","(R)-2-(11-(4-acetylphenoxy)-6-(trifluoromethyl)undecyl)isoindoline-1,3-dione",
1223,FC(C1=CN=C(C2=NC(CC3=CCCC=C3)=CO2)C=C1)(F)F,CC[C@H](C1CCCCC1)NC(OCC2=CC=CC=C2)=O,303.15,0.5068,-40,L17,Ligand_363,Pyox,P_68,NiH,HTE,10.1021/jacs.0c11630,"4-(cyclohexa-1,5-dien-1-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)oxazole",benzyl (R)-(1-cyclohexylpropyl)carbamate,
3822,CC([Si](OC[C@@H]([C@H](C1=CC=CC=C1)O2)N=C2C3=CC=CC(C4=N[C@@H](CO[Si](C5=CC=CC=C5)(C(C)(C)C)C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O4)=N3)(C8=CC=CC=C8)C9=CC=CC=C9)(C)C,C(C(C)(C)C)(=O)OCCCCC[C@H](CCC1CCCCC1)N1C(C2=CC=CC=C2C1=O)=O,273.15,1.5982,-90,L316,Ligand_337,Pybox,P_2274,C(sp3)-C(sp3),literature,10.1021/jacs.0c13034,"2,6-bis((4S,5S)-4-(((tert-butyldiphenylsilyl)oxy)methyl)-5-phenyl-4,5-dihydrooxazol-2-yl)pyridine","(R)-8-cyclohexyl-6-(1,3-dioxoisoindolin-2-yl)octyl pivalate",
3493,CC([C@H]1COC(C2(CCCC2)C3=N[C@@H](C(C)C)CO3)=N1)C,ClCCCS(=O)(=O)N1CCC(CC1)[C@@H](C#N)C1=CC=CC=C1,195.15,1.1418,-90,L319,Ligand_124,Box,P_2326,C(sp3)-C(sp2),literature,10.1021/ja303442q,"(4S,4'S)-2,2'-(cyclopentane-1,1-diyl)bis(4-isopropyl-4,5-dihydrooxazole)",(R)-2-(1-((3-chloropropyl)sulfonyl)piperidin-4-yl)-2-phenylacetonitrile,
3440,CC(C1=N[C@H](CO1)C2=CC=CC=C2)(C)C3=N[C@H](CO3)C4=CC=CC=C4,C(C)(C)(C)[Si](OCCCCC[C@@H](C(F)(F)F)C1=CC(=CC=C1)OC)(C1=CC=CC=C1)C1=CC=CC=C1,253.15,1.7487,-94,L21,Ligand_59,Box,P_1172,C(sp3)-C(sp2),literature,10.1021/jacs.5b04725,"(4S,4'S)-2,2'-(propane-2,2-diyl)bis(4-phenyl-4,5-dihydrooxazole)","(R)-tert-butyldiphenyl((7,7,7-trifluoro-6-(3-methoxyphenyl)heptyl)oxy)silane",
2756,[H][C@@]12N=C(C3=NC=CC=C3)O[C@]1([H])CC4=C2C=CC=C4,C(C1=CC=CC=C1)N([C@@H](CC)C1=CC=C(C=C1)OC)CC1=CC=CC=C1,298.15,0.1429,-12,L4,Ligand_355,Pyox,P_1840,NiH,literature,10.1002/anie.202109881,"(3aS,8aR)-2-(pyridin-2-yl)-3a,8a-dihydro-8H-indeno[1,2-d]oxazole","(S)-N,N-dibenzyl-1-(4-methoxyphenyl)propan-1-amine",
1097,[H][C@@]12N=C(CC3=N[C@]4([H])[C@](CC5=C4C=CC=C5)([H])O3)O[C@]1([H])CC6=C2C=CC=C6,COC1=CC([C@H](C2=CC=CC=C2)CC3=CC=CC=C3)=CC=N1,303.15,0.1937,-16,L20,Ligand_58,Box,P_67,NiH,HTE,10.1002/ange.202010386,"bis((3aS,8aR)-3a,8a-dihydro-8H-indeno[1,2-d]oxazol-2-yl)methane","(S)-4-(1,2-diphenylethyl)-2-methoxypyridine",
2073,FC(C1=CN=C(C2=NC(CC3=CCCC=C3)=CO2)C=C1)(F)F,O=C(NC1=CC=C(C=C1)C(OCC)=O)[C@H](C)CCCCCCC,263.15,0.309,-29,L17,Ligand_363,Pyox,P_72,NiH,HTE,10.1002/anie.202011339,"4-(cyclohexa-1,5-dien-1-ylmethyl)-2-(5-(trifluoromethyl)pyridin-2-yl)oxazole",ethyl (R)-4-(2-methylnonanamido)benzoate,
5942,CC(C)OC1=CC(OC(C)C)=CC([C@@H]2[C@H](C3=CC=CC=C3)OC(C(CC4=C5C(C=CC=C5)=C6C=CC=CC6=C4)(C7=N[C@H](C8=CC(OC(C)C)=CC(OC(C)C)=C8)[C@H](C9=CC=CC=C9)O7)CC%10=CC%11=C(C%12=C%10C=CC=C%12)C=CC=C%11)=N2)=C1,FC(F)(F)[C@@H](CCC1=CC=CC=C1)CCCCCOC2=CC=C(Cl)C=C2,263.15,1.6619,-92,L474,Ligandplus_2,Box,pplus_172,Photoredox,literature,10.1002/cjoc.202200142,"(4R,4'R,5S,5'S)-2,2'-(1,3-di(phenanthren-9-yl)propane-2,2-diyl)bis(4-(3,5-diisopropoxyphenyl)-5-phenyl-4,5-dihydrooxazole)",(R)-1-chloro-4-((8-phenyl-6-(trifluoromethyl)octyl)oxy)benzene,
6425,CCCC(CCC)[C@@H]1CN(C2=CC=CC(C(C)(C)C)=C2)C(C3=N[C@H](C(CCC)CCC)CN3C4=CC(C(C)(C)C)=CC=C4)=N1,C(C)(=O)OC1=CC=C(C=C1)[C@H](CCC)C1=CC=CC=C1,298.15,1.7445,-90,L139,Ligand_260,Biim,pplus_632,NiH,literature,10.1038/s41467-022-30006-2,"(4R,4'R)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-di(heptan-4-yl)-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole",(R)-4-(1-phenylbutyl)phenyl acetate,
5548,C1(C2(CC2)C3=N[C@H](C(C=CC=C4)=C4C5)[C@H]5O3)=N[C@H]6[C@H](CC7=C6C=CC=C7)O1,FC1=C(C(=CC=C1)F)\C=C/[C@H](CCCCC)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)OC,288.15,2.2285,-96,L437,Ligand_88,Box,P_3367,Photoredox,literature,10.1021/acscatal.1c04314,"(3aR,3a'R,8aS,8a'S)-2,2'-(cyclopropane-1,1-diyl)bis(3a,8a-dihydro-8H-indeno[1,2-d]oxazole)","methyl (S,Z)-4'-(1-(2,6-difluorophenyl)oct-1-en-3-yl)-[1,1'-biphenyl]-4-carboxylate",
1789,C1(C2=N[C@H](C3=CC=CC=C3)CO2)=NC(C4=N[C@H](C5=CC=CC=C5)CO4)=CC=C1,O=C1N(CCC1)[C@H](C)CCCN2C(C3=C(C2=O)C=CC=C3)=O,273.15,0.0351,-3,L27,Ligand_326,Pybox,P_39,NiH,HTE,10.1038/s41467-021-22983-7,"2,6-bis((R)-4-phenyl-4,5-dihydrooxazol-2-yl)pyridine","(R)-2-(4-(2-oxopyrrolidin-1-yl)pentyl)isoindoline-1,3-dione",
4757,CC(C)[C@H]1CN(C(C2=N[C@@H](C(C)C)CN2C3=CC(C(C)(C)C)=CC=C3)=N1)C4=CC=CC(C(C)(C)C)=C4,C[C@@H](c1ccccc1)c1ccc2c(c1)OCO2,298.15,1.6849,-89,L259,Ligand_273,Biim,P_1904,Photoredox,literature,10.1038/s41467-019-11392-6,"(4S,4'S)-1,1'-bis(3-(tert-butyl)phenyl)-4,4'-diisopropyl-4,4',5,5'-tetrahydro-1H,1'H-2,2'-biimidazole","(S)-5-(1-phenylethyl)benzo[d][1,3]dioxole",
3828,CC([Si](OC[C@@H]([C@H](C1=CC=CC=C1)O2)N=C2C3=CC=CC(C4=N[C@@H](CO[Si](C5=CC=CC=C5)(C(C)(C)C)C6=CC=CC=C6)[C@H](C7=CC=CC=C7)O4)=N3)(C8=CC=CC=C8)C9=CC=CC=C9)(C)C,ClC1=NN(C2=CC=CC=C12)CCCCC[C@H](CCC1CCCCC1)N1C(C2=CC=CC=C2C1=O)=O,273.15,1.4935,-88,L316,Ligand_337,Pybox,P_2280,C(sp3)-C(sp3),literature,10.1021/jacs.0c13034,"2,6-bis((4S,5S)-4-(((tert-butyldiphenylsilyl)oxy)methyl)-5-phenyl-4,5-dihydrooxazol-2-yl)pyridine","(R)-2-(8-(3-chloro-1H-indazol-1-yl)-1-cyclohexyloctan-3-yl)isoindoline-1,3-dione",
