SM_1_smiles,SM_2_smiles,Product_smiles,Ligand_smiles,Base_smiles,Solvent_smiles,Yield_former,Yield,SM_1_Compound_Name,SM_2_Compound_Name,Product_Compound_Name,Ligand_Compound_Name,Base_Compound_Name,Solvent_Compound_Name
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[K+].[OH-],O=CN(C)C,0.0942,9.42,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,tri-tert-butylphosphane,potassium hydroxide,"N,N-dimethylformamide"
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,CCN(CC)CC,CC#N,0.4526,45.26,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,tri-o-tolylphosphane,triethylamine,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[O-]C(C)(C)C.[Li+],O=CN(C)C,0.2998,29.98,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",lithium 2-methylpropan-2-olate,"N,N-dimethylformamide"
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CCCCP(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3,[O-]C(=O)O.[Na+],CO,0.3931,39.31,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,di(adamantan-1-yl)(butyl)phosphane,sodium hydrogen carbonate,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,[Na+].[OH-],C1CCCO1,0.6308,63.08,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"dicyclohexyl(2',4',6'-triisopropyl-[1,1'-biphenyl]-2-yl)phosphane",sodium hydroxide,tetrahydrofuran
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,c1ccc(cc1)P(c1ccccc1)C1=C[CH-]C=C1.c1ccc(cc1)P(c1ccccc1)C1=C[CH-]C=C1.[Fe+2],[O-]C(C)(C)C.[Li+],CO,0.4494,44.94,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(diphenylphosphaneyl)cyclopenta-2,4-dien-1-ide",lithium 2-methylpropan-2-olate,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[O-]C(=O)O.[Na+],CC#N,0.8822,88.22,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,tri-tert-butylphosphane,sodium hydrogen carbonate,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,[F-].[Cs+],CC#N,0.6895,68.95,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"dicyclohexyl(2',4',6'-triisopropyl-[1,1'-biphenyl]-2-yl)phosphane",cesium fluoride,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,c1ccc(cc1)P(c1ccccc1)c1ccccc1,CCN(CC)CC,O=CN(C)C,0.5186,51.86,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,triphenylphosphane,triethylamine,"N,N-dimethylformamide"
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CCCCP(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3,[K+].[OH-],CO,0.4333,43.33,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,di(adamantan-1-yl)(butyl)phosphane,potassium hydroxide,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,[O-]C(=O)O.[Na+],C1CCCO1,0.5353,53.53,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",sodium hydrogen carbonate,tetrahydrofuran
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,[F-].[Cs+],CC#N,0.0,0.0,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphane)",cesium fluoride,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],CCN(CC)CC,CO,0.0,0.0,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",triethylamine,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.CC(P(C(C)(C)C)C1=C[CH-]C=C1)(C)C.[Fe+2],[K+].[OH-],CC#N,0.3359,33.59,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"iron(II) 3-(di-tert-butylphosphaneyl)cyclopenta-2,4-dien-1-ide",potassium hydroxide,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CC#N,0.8057,80.57,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,tri-tert-butylphosphane,potassium phosphate,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CN(c1ccc(cc1)P(C(C)(C)C)C(C)(C)C)C,CCN(CC)CC,CO,0.0,0.0,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"4-(di-tert-butylphosphaneyl)-N,N-dimethylaniline",triethylamine,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CCCCP(C12CC3CC(C2)CC(C1)C3)C12CC3CC(C2)CC(C1)C3,ValueNotFound,CC#N,0.3787,37.87,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,di(adamantan-1-yl)(butyl)phosphane,ValueNotFound,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,COc1cccc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)OC,[O-]C(=O)O.[Na+],CO,0.5197,51.97,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"dicyclohexyl(2',6'-dimethoxy-[1,1'-biphenyl]-2-yl)phosphane",sodium hydrogen carbonate,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,c1ccc(cc1)P(c1ccccc1)c1ccccc1,[F-].[Cs+],CC#N,0.5213,52.13,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,triphenylphosphane,cesium fluoride,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CO,0.2257,22.57,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphane)",potassium phosphate,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC(P(C(C)(C)C)C(C)(C)C)(C)C,[O-]C(=O)O.[Na+],C1CCCO1,0.7735,77.35,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,tri-tert-butylphosphane,sodium hydrogen carbonate,tetrahydrofuran
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,CC1(C)c2cccc(c2Oc2c1cccc2P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,[K+].[OH-],CC#N,0.0,0.0,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,"(9,9-dimethyl-9H-xanthene-4,5-diyl)bis(diphenylphosphane)",potassium hydroxide,acetonitrile
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,ValueNotFound,[K+].[OH-],CO,0.524,52.4,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,ValueNotFound,potassium hydroxide,methanol
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,ValueNotFound,CCN(CC)CC,O=CN(C)C,0.1164,11.64,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,ValueNotFound,triethylamine,"N,N-dimethylformamide"
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,ValueNotFound,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],O=CN(C)C,0.542,54.2,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,ValueNotFound,potassium phosphate,"N,N-dimethylformamide"
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,Cc1ccccc1P(c1ccccc1C)c1ccccc1C,[F-].[Cs+],O=CN(C)C,0.4567,45.67,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,tri-o-tolylphosphane,cesium fluoride,"N,N-dimethylformamide"
Cc1ccc2c(c1Br)cnn2C1CCCCO1,CC1(C)OB(OC1(C)C)c1ccc2c(c1)cccn2,CC1=CC=C2C(C=NN2C3OCCCC3)=C1C4=CC=C5C(C=CC=N5)=C4,c1ccc(cc1)P(c1ccccc1)c1ccccc1,[O-]P(=O)([O-])[O-].[K+].[K+].[K+],CC#N,0.7058,70.58,4-bromo-5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazole,"6-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)quinoline",6-(5-methyl-1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-4-yl)quinoline,triphenylphosphane,potassium phosphate,acetonitrile
